Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,846,410,913,423,total
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,850,474,911,486,cuota_moderadora
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,846,458,911,471,copago
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,153,292,239,303,autorizacion
Factura_O_Documento_Equivalente__288711473_752923085_0_1_png.rf.8e6d9d72073bcdc2f9f9e9d2fd79e650.jpg,163,277,235,289,ingreso
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,846,421,913,434,total
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,854,485,915,497,cuota_moderadora
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,853,468,917,481,copago
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,154,304,238,314,autorizacion
Factura_O_Documento_Equivalente__288711291_752915930_0_1_png.rf.3c94f8c4cb4fddbb2298f3966978a781.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,845,420,912,434,total
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,859,484,920,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,855,470,919,483,copago
Factura_O_Documento_Equivalente__288711248_752914318_0_1_png.rf.6901400412f0cbe96c520d0dfe505fe8.jpg,153,304,229,314,autorizacion
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,842,410,909,423,total
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,856,475,917,487,cuota_moderadora
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,854,456,918,469,copago
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,153,293,237,303,autorizacion
Factura_O_Documento_Equivalente__288711481_752923386_0_1_png.rf.11d9aeefa7f4f9592caee069fdaecad5.jpg,163,278,235,289,ingreso
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,153,304,246,313,autorizacion
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,163,288,235,300,ingreso
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,47,348,100,359,codigo
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,842,420,909,434,total
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,853,484,914,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,851,468,915,481,copago
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711280_752915512_0_1_png.rf.b11b866726ab3bc8bea1c77c859ca43f.jpg,176,184,278,195,paciente
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,848,417,915,431,total
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,857,484,919,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,855,469,920,482,copago
Factura_O_Documento_Equivalente__288711343_752917948_0_1_png.rf.89a287b47cc85f49a19e44932a095bcc.jpg,153,304,239,314,autorizacion
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,844,409,911,423,total
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,857,473,918,484,cuota_moderadora
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,852,458,917,471,copago
Factura_O_Documento_Equivalente__288711337_752917679_0_1_png.rf.58090bbc08f8f1ab0d69864712b7791a.jpg,153,304,225,314,autorizacion
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,847,420,914,433,total
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,853,486,915,497,cuota_moderadora
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,853,470,917,483,copago
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,154,293,244,303,autorizacion
Factura_O_Documento_Equivalente__288711447_752922128_0_1_png.rf.29132474368d5672c165a338525b2dd3.jpg,161,279,233,290,ingreso
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,47,348,116,359,codigo
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,846,408,913,422,total
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,856,474,917,485,cuota_moderadora
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,855,459,920,472,copago
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,153,293,237,303,autorizacion
Factura_O_Documento_Equivalente__288711402_752920334_0_1_png.rf.4fcb3ac4d584883af33c26c7d520d727.jpg,163,278,235,289,ingreso
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,154,304,232,313,autorizacion
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,163,288,235,300,ingreso
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,47,348,100,359,codigo
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,846,430,913,444,total
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,855,496,916,508,cuota_moderadora
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,854,478,919,491,copago
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711292_752915973_0_1_png.rf.9b7be111520e431206b4a77ba2144e6e.jpg,176,184,271,195,paciente
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,846,410,913,424,total
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,859,475,920,487,cuota_moderadora
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,855,458,919,471,copago
Factura_O_Documento_Equivalente__288711269_752915119_0_1_png.rf.12482a2606f61c8fb7b06ee707b96587.jpg,153,304,239,314,autorizacion
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,47,348,116,359,codigo
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,848,419,915,433,total
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,858,485,919,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,858,468,922,481,copago
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,153,293,221,303,autorizacion
Factura_O_Documento_Equivalente__288711475_752923157_0_1_png.rf.d78880772538fe271f5106f9590e83d8.jpg,163,278,235,289,ingreso
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,844,409,911,422,total
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,853,474,914,486,cuota_moderadora
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,849,456,914,469,copago
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,154,293,238,303,autorizacion
Factura_O_Documento_Equivalente__288711401_752920292_0_1_png.rf.67320d1443585826107e338955c5f4b7.jpg,165,277,237,289,ingreso
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,845,420,912,434,total
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,859,484,920,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,855,470,919,483,copago
Factura_O_Documento_Equivalente__288711260_752914787_0_1_png.rf.039fe696f336ca548be83d550fde59af.jpg,153,304,225,314,autorizacion
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,47,348,122,359,codigo
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,846,410,913,423,total
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,850,474,911,486,cuota_moderadora
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,846,458,911,471,copago
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,152,292,248,303,autorizacion
Factura_O_Documento_Equivalente__288711512_752924532_0_1_png.rf.3c91a0e941de8df5bcd41068550f0125.jpg,163,277,235,289,ingreso
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,163,289,235,301,ingreso
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,47,348,109,359,codigo
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,848,429,915,443,total
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,857,495,919,506,cuota_moderadora
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,176,183,278,194,paciente
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,858,480,922,493,copago
Factura_O_Documento_Equivalente__288711306_752916505_0_1_png.rf.672e34b8b26f93a41c1cc4fd303c4eca.jpg,154,304,225,314,autorizacion
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,47,348,116,359,codigo
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,604,348,674,360,valor_unitario
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,739,349,757,360,cantidad
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,847,419,914,433,total
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,856,485,917,496,cuota_moderadora
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,708,163,791,176,factura
Factura_O_Documento_Equivalente__288711459_752922578_0_1_png.rf.296ac5a06c1e31609141c9aee722c1cb.jpg,176,183,278,194,paciente
